lng,lat,store_id,star_rating,comp_cvs,comp_walgreens,comp_ttl_store,store_sales_usd_amt,age_millenials,modeled_vs_actual_quadrant,city,county_name,state_name,owner_name,dma_name
-97.2281865,32.7655476,Urban Independent_25714,5,439,519,1018,1527.67,79,Top,Fort Worth,Tarrant,Texas,NRS,Dallas-Ft. Worth
-80.7638974,41.2107426,Urban Independent_25743,2,22,48,58,5.96,109,Bottom,Warren,Trumbull,Ohio,NRS,Youngstown
-89.9304198,35.0958461,Urban Independent_25785,4,81,159,165,93161.62,91,Top,Memphis,Shelby,Tennessee,NRS,Memphis
-86.1112599,42.3133512,Urban Independent_25790,2,24,126,87,344.8,108,Bottom,Bangor,Van Buren,Michigan,NRS,Grand Rapids-Kalamazoo-Battle Creek
-94.887919,47.49056,Urban Independent_25818,3,25,15,22,1088.47,89,Top,Bemidji,Beltrami,Minnesota,NRS,Minneapolis-St. Paul
-81.7005653,30.4376187,Urban Independent_25824,5,49,70,103,908.34,137,Top,Jacksonville,Duval,Florida,NRS,Jacksonville
-76.810286,40.301817,Urban Independent_25867,2,62,0,37,15078.26,112,Bottom,Harrisburg,Dauphin,Pennsylvania,NRS,Harrisburg-Lancaster-Lebanon-York
-117.1079301,32.5843574,Urban Independent_25876,3,116,21,150,12136.2,84,Bottom,Imperial Beach,San Diego,California,NRS,San Diego
-122.7793278,45.4270221,Urban Independent_25886,1,59,96,70,6952.26,110,Bottom,Tigard,Washington,Oregon,NRS,"Portland, OR"
-90.4137251,30.4658129,Urban Independent_25904,5,44,51,42,264.31,119,Top,Ponchatoula,Tangipahoa,Louisiana,NRS,New Orleans
-87.1306576,37.4908579,Urban Independent_25906,4,112,212,160,44.9,75,Top,Livermore,McLean,Kentucky,NRS,Evansville
-120.938823,37.6662735,Urban Independent_25928,3,59,46,60,429.32,83,Underachieving,Modesto,Stanislaus,California,NRS,Sacramento-Stockton-Modesto
-75.2268208,39.9910183,Urban Independent_25974,2,121,15,93,18952.25,105,Bottom,Philadelphia,Philadelphia,Pennsylvania,NRS,Philadelphia
-81.7798769,41.3818631,Urban Independent_25985,2,160,110,129,798.12,111,Bottom,Parma Heights,Cuyahoga,Ohio,NRS,Cleveland-Akron (Canton)
-122.6113296,44.7738829,Urban Independent_25989,1,0,178,122,9181.57,89,Bottom,Lyons,Linn,Oregon,NRS,"Portland, OR"
-122.1650478,37.7490331,Urban Independent_26028,1,69,46,57,4784.68,74,Bottom,Oakland,Alameda,California,NRS,San Francisco-Oakland-San Jose
-71.0698976,42.4522913,Urban Independent_26039,3,572,382,463,9489.27,142,Bottom,Melrose,Middlesex,Massachusetts,NRS,Boston (Manchester)
-117.1569436,32.8019432,Urban Independent_26047,4,318,70,406,3638.05,50,Top,San Diego,San Diego,California,NRS,San Diego
-118.2831569,33.992913,Urban Independent_26067,1,163,35,152,27468.72,58,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-95.6437618,29.8565233,Urban Independent_26073,4,54,55,45,171.71,120,Top,Houston,Harris,Texas,NRS,Houston
-71.0820878,42.3173147,Urban Independent_26130,3,848,612,693,6742.42,147,Overachieving,Boston,Suffolk,Massachusetts,NRS,Boston (Manchester)
-76.1693621,40.1708021,Urban Independent_26153,2,78,6,50,1386.99,89,Bottom,Ephrata,Lancaster,Pennsylvania,NRS,Harrisburg-Lancaster-Lebanon-York
-116.9904008,32.7458597,Urban Independent_26156,3,91,15,163,2199.35,89,Bottom,Spring Valley,San Diego,California,NRS,San Diego
-83.6851151,31.2695463,Urban Independent_26172,5,58,96,84,3214,89,Top,Norman Park,Colquitt,Georgia,NRS,"Albany, GA"
-91.7222345,35.2511634,Urban Independent_26219,5,0,30,46,1645.35,117,Top,Searcy,White,Arkansas,NRS,Little Rock-Pine Bluff
-81.7430355,30.3354497,Urban Independent_26234,5,77,94,131,485.71,132,Top,Jacksonville,Duval,Florida,NRS,Jacksonville
-81.3047604,35.7420135,Urban Independent_26258,4,43,31,49,583.94,101,Top,Hickory,Catawba,North Carolina,NRS,Charlotte
-116.9328504,32.8237352,Urban Independent_26261,3,182,45,204,14962.02,68,Overachieving,El Cajon,San Diego,California,NRS,San Diego
-80.5535123,37.1393984,Urban Independent_26307,4,51,34,38,273.98,93,Top,Radford,Radford,Virginia,NRS,Roanoke-Lynchburg
-117.5443732,33.8637881,Urban Independent_26311,4,77,21,102,224.32,95,Top,Corona,Riverside,California,NRS,Los Angeles
-77.4753284,37.5515071,Urban Independent_26363,2,108,128,144,3825.57,110,Bottom,Richmond,Richmond,Virginia,NRS,Richmond-Petersburg
-118.2654022,34.0013036,Urban Independent_26404,1,138,27,145,19710.34,55,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-81.5110802,35.5309664,Urban Independent_26458,5,138,117,161,0,101,Top,Lawndale,Cleveland,North Carolina,NRS,Charlotte
-77.3015912,37.8131585,Urban Independent_26497,5,167,167,137,637.74,104,Top,Hanover,King William,Virginia,NRS,Richmond-Petersburg
-73.8551155,40.7441022,Urban Independent_26502,1,79,121,96,17392.79,51,Bottom,Queens,Queens,New York,NRS,New York
-82.488622,34.5172185,Urban Independent_26505,5,113,58,80,110.81,94,Top,Belton,Anderson,South Carolina,NRS,Greenville-Spartanburg-Asheville-Anderson
-78.5319657,38.8698229,Urban Independent_26508,4,58,69,71,617.5,88,Top,Woodstock,Shenandoah,Virginia,NRS,"Washington, DC  (Hagerstown)"
-83.9291435,36.0445817,Urban Independent_26552,4,45,56,36,4627.11,96,Top,Knoxville,Knox,Tennessee,NRS,Knoxville
-76.90093,38.633394,Urban Independent_2658,4,91,33,39,8488.27,106,Top,Waldorf,Charles,Maryland,NRS,"Washington, DC  (Hagerstown)"
-89.3557048,31.3376768,Urban Independent_26596,5,21,29,43,16268.98,89,Top,Hattiesburg,Lamar,Mississippi,NRS,Hattiesburg-Laurel
-118.2587405,34.0490613,Urban Independent_26629,1,56,15,63,9507.16,56,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-115.5619597,32.8060648,Urban Independent_26689,4,13,8,24,1344.96,71,Top,El Centro,Imperial,California,NRS,Yuma-El Centro
-84.2888553,33.8893191,Urban Independent_26691,4,232,89,295,1393.21,80,Top,Chamblee,DeKalb,Georgia,NRS,Atlanta
-96.4988027,41.4342954,Urban Independent_26698,3,64,100,52,1055.56,86,Underachieving,Fremont,Dodge,Nebraska,NRS,Omaha
-75.0661167,40.0401746,Urban Independent_26729,2,58,21,83,16425.77,105,Bottom,Philadelphia,Philadelphia,Pennsylvania,NRS,Philadelphia
-110.9605131,32.2681949,Urban Independent_26773,2,70,158,72,578.15,79,Overachieving,Tucson,Pima,Arizona,NRS,Tucson (Sierra Vista)
-121.5513614,39.0835096,Urban Independent_26801,3,41,37,37,11108.52,85,Bottom,Olivehurst,Yuba,California,NRS,Sacramento-Stockton-Modesto
-79.9940529,35.9588037,Urban Independent_26835,4,62,70,78,2409.07,112,Top,High Point,Guilford,North Carolina,NRS,Greensboro-High Point-Winston Salem
-79.8191212,36.064025,Urban Independent_26855,5,75,79,84,840.64,108,Top,Greensboro,Guilford,North Carolina,NRS,Greensboro-High Point-Winston Salem
-76.4665097,36.1883303,Urban Independent_26860,5,31,73,93,1020.88,103,Top,Hertford,Perquimans,North Carolina,NRS,Norfolk-Portsmouth-Newport News
-122.1885733,37.760237,Urban Independent_26879,1,86,54,61,1322.51,71,Bottom,Oakland,Alameda,California,NRS,San Francisco-Oakland-San Jose
-77.6210574,43.1414735,Urban Independent_26888,3,222,349,238,2359.67,79,Underachieving,Rochester,Monroe,New York,NRS,"Rochester, NY"
-121.5943002,37.012442,Urban Independent_26902,1,82,26,34,2143.68,78,Bottom,Gilroy,Santa Clara,California,NRS,San Francisco-Oakland-San Jose
-75.1160897,40.1298551,Urban Independent_26924,2,237,73,154,204.72,85,Overachieving,Abington,Montgomery,Pennsylvania,NRS,Philadelphia
-78.5008955,35.8399191,Urban Independent_26992,3,65,97,62,2892.35,129,Top,Raleigh,Wake,North Carolina,NRS,Raleigh-Durham (Fayetteville)
-121.4117438,38.5957125,Urban Independent_27014,1,65,28,52,1230.88,83,Bottom,Sacramento,Sacramento,California,NRS,Sacramento-Stockton-Modesto
-117.8352869,33.7955702,Urban Independent_27016,2,164,64,135,5947.58,102,Bottom,Orange,Orange,California,NRS,Los Angeles
-90.0168197,34.9531591,Urban Independent_27029,5,32,72,59,431.14,93,Top,Horn Lake,DeSoto,Mississippi,NRS,Memphis
-118.197126,33.8957443,Urban Independent_27035,3,140,35,86,777.28,72,Overachieving,Compton,Los Angeles,California,NRS,Los Angeles
-90.0164474,34.9746292,Urban Independent_27037,5,35,75,62,2686.97,93,Top,Southaven,DeSoto,Mississippi,NRS,Memphis
-80.2882612,25.7694556,Urban Independent_27057,5,230,233,628,1592.03,105,Top,Miami,Miami-Dade,Florida,NRS,Miami-Ft. Lauderdale
-77.3279336,37.5460113,Urban Independent_27062,4,62,68,70,3705.94,112,Underachieving,Highland Springs,Henrico,Virginia,NRS,Richmond-Petersburg
-119.767953,46.204498,Urban Independent_27071,2,17,117,75,3622.11,70,Bottom,Prosser,Benton,Washington,NRS,Yakima-Pasco-Richland-Kennewick
-73.2005287,41.1775758,Urban Independent_27079,2,142,98,156,1527.03,101,Bottom,Bridgeport,Fairfield,Connecticut,NRS,New York
-80.7758283,35.2377209,Urban Independent_2711,4,98,155,135,19776.65,132,Top,Charlotte,Mecklenburg,North Carolina,NRS,Charlotte
-97.1175687,32.7096765,Urban Independent_27118,5,149,141,313,1216.84,87,Top,Arlington,Tarrant,Texas,NRS,Dallas-Ft. Worth
-101.7949916,35.2004537,Urban Independent_27120,5,19,36,25,135.94,104,Top,Amarillo,Potter,Texas,NRS,Amarillo
-77.4686062,38.3097807,Urban Independent_27127,4,55,20,33,1113.56,112,Top,Fredericksburg,Fredericksburg,Virginia,NRS,"Washington, DC  (Hagerstown)"
-92.7294429,44.9639297,Urban Independent_27144,2,43,35,30,114.1,106,Bottom,Hudson,St. Croix,Wisconsin,NRS,Minneapolis-St. Paul
-81.7059751,30.364945,Urban Independent_27157,5,74,91,122,4250.9,133,Top,Jacksonville,Duval,Florida,NRS,Jacksonville
-81.240332,35.5001947,Urban Independent_27197,5,85,56,83,1736.3,110,Top,Lincolnton,Lincoln,North Carolina,NRS,Charlotte
-81.6858306,41.3133775,Urban Independent_27229,2,107,91,82,785.22,112,Bottom,Broadview Heights,Cuyahoga,Ohio,NRS,Cleveland-Akron (Canton)
-86.1220805,33.99912,Urban Independent_27236,5,34,27,56,1922.55,107,Top,Attalla,Etowah,Alabama,NRS,Birmingham (Anniston and Tuscaloosa)
-81.593074,30.351557,Urban Independent_2725,4,49,58,68,30123.07,122,Top,Jacksonville,Duval,Florida,NRS,Jacksonville
-71.0499534,42.3322378,Urban Independent_2733,1,143,90,99,24565.66,158,Bottom,Boston,Suffolk,Massachusetts,NRS,Boston (Manchester)
-77.231909,38.778545,Urban Independent_27330,2,362,329,304,289.55,95,Bottom,Springfield,Fairfax,Virginia,NRS,"Washington, DC  (Hagerstown)"
-76.7414051,39.9583675,Urban Independent_27334,2,44,12,33,5340.69,97,Bottom,York,York,Pennsylvania,NRS,Harrisburg-Lancaster-Lebanon-York
-118.2639898,34.0452405,Urban Independent_27377,1,54,15,66,2659.7,53,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-80.0787343,32.9035946,Urban Independent_27386,4,52,35,42,647.33,112,Top,North Charleston,Charleston,South Carolina,NRS,"Charleston, SC"
-122.3464657,37.969455,Urban Independent_27391,2,106,101,90,3345.75,68,Bottom,San Pablo,Contra Costa,California,NRS,San Francisco-Oakland-San Jose
-123.6165286,42.2795441,Urban Independent_27406,2,0,71,95,517.26,74,Bottom,Selma,Josephine,Oregon,NRS,Medford-Klamath Falls
-76.5773272,39.2970672,Urban Independent_27409,1,85,116,78,3785.81,148,Bottom,Baltimore,Baltimore,Maryland,NRS,Baltimore
-73.425963,41.092388,Urban Independent_27411,1,121,55,84,21505.84,114,Bottom,Norwalk,Fairfield,Connecticut,NRS,New York
-72.565777,42.1177644,Urban Independent_27419,2,151,159,80,7340.29,112,Bottom,Springfield,Hampden,Massachusetts,NRS,Springfield-Holyoke
-73.8879278,40.9325475,Urban Independent_27456,1,56,61,48,2114.65,76,Bottom,Yonkers,Westchester,New York,NRS,New York
-74.0746925,40.8928566,Urban Independent_27486,1,84,84,77,246.16,87,Overachieving,Lodi,Bergen,New Jersey,NRS,New York
-96.2474436,41.1328425,Urban Independent_27502,3,33,58,38,38.97,113,Bottom,Gretna,Sarpy,Nebraska,NRS,Omaha
-87.7385186,41.6708879,Urban Independent_27509,2,95,177,93,267.38,86,Overachieving,Alsip,Cook,Illinois,NRS,Chicago
-87.9137704,41.8893557,Urban Independent_27510,1,140,229,121,45.08,129,Bottom,Berkeley,Cook,Illinois,NRS,Chicago
-79.75111,36.11384,Urban Independent_27520,5,48,65,63,1517.77,108,Top,Greensboro,Guilford,North Carolina,NRS,Greensboro-High Point-Winston Salem
-73.8720802,40.8323478,Urban Independent_2754,1,45,120,135,11305.58,66,Bottom,Bronx,Bronx,New York,NRS,New York
-83.8370885,31.5304309,Urban Independent_27546,5,118,121,178,339.93,88,Top,Sylvester,Worth,Georgia,NRS,"Albany, GA"
-83.0176324,42.7587144,Urban Independent_27548,1,82,47,44,215.89,103,Bottom,Washington,Macomb,Michigan,NRS,Detroit
-77.638511,43.159618,Urban Independent_27557,4,297,350,277,4131.83,73,Top,Rochester,Monroe,New York,NRS,"Rochester, NY"
-75.2351784,39.9252654,Urban Independent_27603,2,152,28,121,5415.47,112,Bottom,Philadelphia,Philadelphia,Pennsylvania,NRS,Philadelphia
-79.1595712,35.4656989,Urban Independent_2761,5,45,79,63,23853.78,108,Top,Sanford,Lee,North Carolina,NRS,Raleigh-Durham (Fayetteville)
-117.0295027,32.5442114,Urban Independent_27619,3,118,18,157,19432.33,81,Overachieving,San Diego,San Diego,California,NRS,San Diego
-106.0234939,35.6389276,Urban Independent_27641,2,16,24,14,6576.51,64,Bottom,Santa Fe,Santa Fe,New Mexico,NRS,Albuquerque-Santa Fe
-82.6997964,28.3604324,Urban Independent_27655,3,41,52,34,2433.1,110,Underachieving,Hudson,Pasco,Florida,NRS,Tampa-St. Petersburg (Sarasota)
-117.0081684,34.8976074,Urban Independent_27660,3,65,107,74,97.18,73,Top,Barstow,San Bernardino,California,NRS,Los Angeles
-77.4984721,38.2488239,Urban Independent_27670,4,58,19,35,722.65,113,Top,Fredericksburg,Spotsylvania,Virginia,NRS,"Washington, DC  (Hagerstown)"
-96.5955824,32.6812349,Urban Independent_27689,5,87,63,134,87.04,108,Top,Dallas,Dallas,Texas,NRS,Dallas-Ft. Worth
-77.3282928,38.5617406,Urban Independent_27746,4,55,27,45,0,114,Top,Dumfries,Prince William,Virginia,NRS,"Washington, DC  (Hagerstown)"
-116.9048061,32.8327706,Urban Independent_27749,3,134,38,147,3635.26,67,Overachieving,El Cajon,San Diego,California,NRS,San Diego
-85.338274,37.338502,Urban Independent_27783,5,40,63,59,205.97,75,Top,Campbellsville,Taylor,Kentucky,NRS,Louisville
-119.7108801,36.8087636,Urban Independent_27786,4,98,81,95,244.41,97,Top,Clovis,Fresno,California,NRS,Fresno-Visalia
-117.55985,33.8748931,Urban Independent_2779,4,75,19,95,578.74,93,Top,Corona,Riverside,California,NRS,Los Angeles
-80.76254,35.21128,Urban Independent_27826,4,111,168,149,6762.83,141,Top,Charlotte,Mecklenburg,North Carolina,NRS,Charlotte
-76.9570821,38.8352855,Urban Independent_27851,1,258,109,123,2498,128,Bottom,Temple Hills,Prince George's,Maryland,NRS,"Washington, DC  (Hagerstown)"
-71.157361,41.6971435,Urban Independent_27856,2,129,139,73,10568.01,105,Overachieving,Fall River,Bristol,Massachusetts,NRS,Providence-New Bedford
-74.305015,40.4060875,Urban Independent_27867,2,189,207,193,4148.3,75,Bottom,Old Bridge,Middlesex,New Jersey,NRS,New York
-74.013667,40.785347,Urban Independent_27868,1,187,122,260,17319.02,89,Bottom,West New York,Hudson,New Jersey,NRS,New York
-81.7225656,30.3522262,Urban Independent_27887,5,48,67,105,1845.97,131,Top,Jacksonville,Duval,Florida,NRS,Jacksonville
-71.1600067,42.6880823,Urban Independent_27913,2,189,180,100,4462.99,103,Bottom,Lawrence,Essex,Massachusetts,NRS,Boston (Manchester)
-110.6560246,31.6788321,Urban Independent_27921,2,406,480,217,316.67,62,Bottom,Sonoita,Santa Cruz,Arizona,NRS,Tucson (Sierra Vista)
-87.9572592,43.0170649,Urban Independent_27922,2,30,143,62,3178.19,102,Bottom,Milwaukee,Milwaukee,Wisconsin,NRS,Milwaukee
-122.356471,37.956619,Urban Independent_2793,1,85,86,75,25524.19,65,Bottom,San Pablo,Contra Costa,California,NRS,San Francisco-Oakland-San Jose
-98.3469663,40.9221659,Urban Independent_2794,2,26,44,15,196.56,98,Bottom,Grand Island,Hall,Nebraska,NRS,Lincoln & Hastings-Kearney
-71.1563862,41.7049459,Urban Independent_27954,2,123,137,70,7017.36,106,Overachieving,Fall River,Bristol,Massachusetts,NRS,Providence-New Bedford
-120.9948582,37.6849403,Urban Independent_27961,3,57,44,62,47.96,83,Top,Modesto,Stanislaus,California,NRS,Sacramento-Stockton-Modesto
-73.930895,40.6906,Urban Independent_27978,1,176,110,294,1095.74,141,Bottom,Brooklyn,Kings,New York,NRS,New York
-80.0436359,32.8568909,Urban Independent_2801,3,63,42,44,90788.52,107,Top,North Charleston,Charleston,South Carolina,NRS,"Charleston, SC"
-83.3867429,42.2439213,Urban Independent_28039,1,341,130,226,2180.58,123,Overachieving,Romulus,Wayne,Michigan,NRS,Detroit
-80.0533994,32.9328267,Urban Independent_2804,4,56,37,42,71701.1,116,Top,North Charleston,Charleston,South Carolina,NRS,"Charleston, SC"
-73.1948209,41.1829896,Urban Independent_28071,2,176,122,194,9879.73,100,Bottom,Bridgeport,Fairfield,Connecticut,NRS,New York
-71.0679996,42.3129367,Urban Independent_28086,3,858,587,665,27910.99,150,Overachieving,Boston,Suffolk,Massachusetts,NRS,Boston (Manchester)
-73.9258106,41.28866,Urban Independent_2810,1,107,63,54,24804.08,93,Bottom,Peekskill,Westchester,New York,NRS,New York
-89.9456904,29.9371549,Urban Independent_2814,4,39,111,54,719.01,111,Top,Chalmette,St. Bernard,Louisiana,NRS,New Orleans
-82.423465,27.0732711,Urban Independent_2817,2,43,48,36,749.64,70,Bottom,Venice,Sarasota,Florida,NRS,Tampa-St. Petersburg (Sarasota)
-81.953777,34.958056,Urban Independent_28175,5,35,41,44,979.59,114,Top,Spartanburg,Spartanburg,South Carolina,NRS,Greenville-Spartanburg-Asheville-Anderson
-73.247499,40.7990388,Urban Independent_28297,4,387,105,368,4419.04,89,Top,Brentwood,Suffolk,New York,NRS,New York
-117.5229341,33.9831729,Urban Independent_2830,4,88,25,117,714.06,93,Top,Jurupa Valley,Riverside,California,NRS,Los Angeles
-75.8859818,40.3268786,Urban Independent_28300,2,49,3,36,270.69,98,Bottom,Reading,Berks,Pennsylvania,NRS,Philadelphia
-73.4612495,40.7176032,Urban Independent_28307,1,126,52,53,53.81,116,Bottom,Farmingdale,Nassau,New York,NRS,New York
-73.3808395,40.7141131,Urban Independent_28326,3,122,45,69,871.31,113,Underachieving,Lindenhurst,Suffolk,New York,NRS,New York
-121.7280042,42.2061918,Urban Independent_28331,2,0,0,16,2062.91,96,Bottom,Klamath Falls,Klamath,Oregon,NRS,Medford-Klamath Falls
-80.4765498,25.4728727,Urban Independent_28363,4,54,48,48,21973.87,109,Top,Homestead,Miami-Dade,Florida,NRS,Miami-Ft. Lauderdale
-82.2422227,31.304174,Urban Independent_28375,5,19,34,52,7780.68,89,Top,Blackshear,Pierce,Georgia,NRS,Jacksonville
-122.7634175,45.3100628,Urban Independent_28420,1,27,56,43,1939.3,91,Bottom,Wilsonville,Clackamas,Oregon,NRS,"Portland, OR"
-92.4468756,35.1129191,Urban Independent_28458,4,8,35,42,1083.99,141,Top,Conway,Faulkner,Arkansas,NRS,Little Rock-Pine Bluff
-92.4710963,35.0926507,Urban Independent_28459,4,10,17,33,844.97,142,Top,Conway,Faulkner,Arkansas,NRS,Little Rock-Pine Bluff
-88.238142,42.9887604,Urban Independent_28468,1,40,93,34,354.63,126,Bottom,Waukesha,Waukesha,Wisconsin,NRS,Milwaukee
-80.7902991,35.1964835,Urban Independent_28534,4,249,327,346,116.99,127,Top,Charlotte,Mecklenburg,North Carolina,NRS,Charlotte
-96.7158905,43.5514336,Urban Independent_28539,2,5,18,14,677.5,108,Bottom,Sioux Falls,Minnehaha,South Dakota,NRS,Sioux Falls (Mitchell)
-72.9891915,40.9430254,Urban Independent_28545,2,75,48,44,476.46,102,Bottom,Miller Place,Suffolk,New York,NRS,New York
-89.7546797,30.3636338,Urban Independent_28592,5,36,72,48,23.94,115,Top,Pearl River,St. Tammany,Louisiana,NRS,New Orleans
-122.485382,48.857778,Urban Independent_28597,2,3,13,9,34735.85,91,Bottom,Bellingham,Whatcom,Washington,NRS,Seattle-Tacoma
-87.9696006,41.9626349,Urban Independent_28611,2,122,87,86,124.04,76,Bottom,Wood Dale,DuPage,Illinois,NRS,Chicago
-74.2299276,40.7463218,Urban Independent_28625,1,61,68,116,59276.42,75,Bottom,Newark,Essex,New Jersey,NRS,New York
-122.6309775,45.359664,Urban Independent_28640,1,40,62,52,5053.85,97,Bottom,West Linn,Clackamas,Oregon,NRS,"Portland, OR"
-118.8861216,34.8182843,Urban Independent_28662,4,490,248,369,5655.09,70,Underachieving,Lebec,Kern,California,NRS,Bakersfield
-118.245736,34.0460154,Urban Independent_2869,1,70,15,61,335.77,60,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-86.5799622,36.0205421,Urban Independent_2875,4,25,74,49,1244.51,117,Top,La Vergne,Rutherford,Tennessee,NRS,Nashville
-117.6658254,34.1079412,Urban Independent_28781,4,130,40,173,2611.19,88,Top,Upland,San Bernardino,California,NRS,Los Angeles
-89.7113141,33.6335567,Urban Independent_28782,5,33,58,42,1133.53,74,Top,Duck Hill,Montgomery,Mississippi,NRS,Columbus-Tupelo-West Point
-74.176222,40.7595575,Urban Independent_28784,1,48,84,163,6599.45,68,Bottom,Newark,Essex,New Jersey,NRS,New York
-87.5475567,37.6742579,Urban Independent_28795,5,125,147,102,624.45,76,Top,Robards,Henderson,Kentucky,NRS,Evansville
-73.886032,40.749459,Urban Independent_28797,1,74,127,116,23058.12,60,Bottom,Queens,Queens,New York,NRS,New York
-80.2109767,25.8767686,Urban Independent_28811,3,111,109,106,2161.04,104,Underachieving,Miami,Miami-Dade,Florida,NRS,Miami-Ft. Lauderdale
-117.0202328,32.7904362,Urban Independent_28821,5,581,147,769,193.47,56,Top,La Mesa,San Diego,California,NRS,San Diego
-91.1532402,30.5002754,Urban Independent_28898,5,88,137,103,3006.1,92,Top,Baton Rouge,East Baton Rouge,Louisiana,NRS,Baton Rouge
-74.156566,40.728724,Urban Independent_289,1,249,362,909,1467.28,81,Bottom,Newark,Essex,New Jersey,NRS,New York
-96.5436895,33.0175401,Urban Independent_28967,4,71,42,61,633.38,100,Top,Wylie,Collin,Texas,NRS,Dallas-Ft. Worth
-75.1166943,40.0188367,Urban Independent_28973,1,110,27,147,6731.66,108,Bottom,Philadelphia,Philadelphia,Pennsylvania,NRS,Philadelphia
-83.1865661,42.271176,Urban Independent_28985,3,106,84,84,438.24,127,Underachieving,Melvindale,Wayne,Michigan,NRS,Detroit
-74.9613871,40.0126402,Urban Independent_29011,3,335,111,501,2241.26,109,Top,Delran,Burlington,New Jersey,NRS,Philadelphia
-122.4788624,37.6614547,Urban Independent_29060,1,298,446,261,341.95,105,Bottom,Pacifica,San Mateo,California,NRS,San Francisco-Oakland-San Jose
-78.3634007,35.4856781,Urban Independent_29085,5,47,43,77,2510.86,124,Top,Smithfield,Johnston,North Carolina,NRS,Raleigh-Durham (Fayetteville)
-78.2144417,34.31433,Urban Independent_29093,4,86,120,114,32.92,122,Top,Delco,Columbus,North Carolina,NRS,Wilmington
-121.8255297,37.3624276,Urban Independent_2911,1,154,214,161,28964.22,91,Bottom,San Jose,Santa Clara,California,NRS,San Francisco-Oakland-San Jose
-118.1638268,34.0895437,Urban Independent_29124,1,92,20,37,23971.85,79,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-84.259704,33.9159061,Urban Independent_29169,4,223,100,321,7901.14,82,Top,Doraville,DeKalb,Georgia,NRS,Atlanta
-86.6812495,36.0690047,Urban Independent_2921,3,51,97,69,87697.84,119,Underachieving,Nashville,Davidson,Tennessee,NRS,Nashville
-118.3032661,34.0834462,Urban Independent_29260,1,100,25,52,14385.32,60,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-85.569773,42.2592574,Urban Independent_29263,1,14,51,41,449.35,120,Bottom,Kalamazoo,Kalamazoo,Michigan,NRS,Grand Rapids-Kalamazoo-Battle Creek
-84.3210749,39.2923196,Urban Independent_29270,1,68,91,85,7814.96,116,Bottom,Cincinnati,Hamilton,Ohio,NRS,Cincinnati
-74.0208624,40.7769471,Urban Independent_29288,1,203,72,409,1206.23,116,Bottom,Union City,Hudson,New Jersey,NRS,New York
-77.8722342,34.212459,Urban Independent_29337,3,27,32,28,493.82,131,Bottom,Wilmington,New Hanover,North Carolina,NRS,Wilmington
-81.6494757,29.6495322,Urban Independent_29353,5,119,87,86,3628.78,117,Top,Palatka,Putnam,Florida,NRS,Jacksonville
-92.9841587,45.2718348,Urban Independent_29403,2,68,55,42,0,94,Bottom,Forest Lake,Washington,Minnesota,NRS,Minneapolis-St. Paul
-121.8376461,37.3440016,Urban Independent_29421,1,144,204,225,11196.43,92,Bottom,San Jose,Santa Clara,California,NRS,San Francisco-Oakland-San Jose
-122.3633452,40.491912,Urban Independent_29434,2,21,16,17,1653.17,94,Bottom,Anderson,Shasta,California,NRS,Chico-Redding
-87.733506,41.6255608,Urban Independent_29511,3,345,498,411,6291.65,80,Top,Midlothian,Cook,Illinois,NRS,Chicago
-80.979531,36.6309607,Urban Independent_29538,4,107,144,74,1197.37,70,Top,Galax,Grayson,Virginia,NRS,Roanoke-Lynchburg
-72.9977022,40.9445631,Urban Independent_29546,2,76,46,43,3041.32,103,Bottom,Miller Place,Suffolk,New York,NRS,New York
-119.3091867,36.6246885,Urban Independent_29555,4,82,67,60,218.2,58,Underachieving,Orange Cove,Fresno,California,NRS,Fresno-Visalia
-118.3175258,33.9748866,Urban Independent_29574,2,181,43,109,9133.92,79,Bottom,Los Angeles,Los Angeles,California,NRS,Los Angeles
-87.6685223,42.0190012,Urban Independent_29578,1,146,224,96,7864.9,73,Bottom,Chicago,Cook,Illinois,NRS,Chicago
-75.1027047,39.9044616,Urban Independent_29618,3,227,46,131,27029.56,121,Underachieving,Camden,Camden,New Jersey,NRS,Philadelphia
-73.8631439,40.8711626,Urban Independent_29742,1,78,157,178,2246.25,55,Bottom,Bronx,Bronx,New York,NRS,New York
-121.381485,38.6367582,Urban Independent_29784,2,67,61,88,1029.92,76,Bottom,Sacramento,Sacramento,California,NRS,Sacramento-Stockton-Modesto
-122.7027465,47.5264136,Urban Independent_29798,1,11,25,17,83.33,95,Bottom,Bremerton,Kitsap,Washington,NRS,Seattle-Tacoma
-78.9769882,39.0519239,Urban Independent_29870,3,31,36,44,142.7,66,Top,Moorefield,Hardy,West Virginia,NRS,"Washington, DC  (Hagerstown)"
-74.762989,40.8771709,Urban Independent_29900,2,86,54,43,727.47,91,Overachieving,Mt Olive,Morris,New Jersey,NRS,New York
-107.7847647,39.5312022,Urban Independent_29909,2,19,66,31,3632.63,127,Overachieving,Rifle,Garfield,Colorado,NRS,Denver
